cohort,phenotype,gene,annot,max_maf,p_value,p_value_burden,p_value_skat,beta_burden,se_burden,mac,mac_case,mac_control,rare_var_count,ultrarare_var_count,analysis_type
EUR_ALL,LDL_median,ENSG00000101200,pLoF,0.0001,2.30078615936737e-06,2.30078615936737e-06,2.30078615936737e-06,6.12892123998217,1.29711728072778,1.0,,,0.0,1.0,singles
EUR_ALL,LDL_median,ENSG00000101200,pLoF,0.01,2.30078615936737e-06,2.30078615936737e-06,2.30078615936737e-06,6.12892123998217,1.29711728072778,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000101200,pLoF,0.01,6.2902515080565e-06,6.2902515080565e-06,6.2902515080565e-06,5.971281682692,1.322135721929,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000101200,pLoF,0.001,6.2902515080565e-06,6.2902515080565e-06,6.2902515080565e-06,5.971281682692,1.322135721929,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000101200,pLoF,0.0001,6.2902515080565e-06,6.2902515080565e-06,6.2902515080565e-06,5.971281682692,1.322135721929,1.0,,,0.0,1.0,singles
EUR_F,BMI_median,ENSG00000102471,pLoF,0.0001,7.8072041463063e-07,7.8072041463063e-07,7.8072041463063e-07,0.975783387490825,0.197521957200767,2.0,,,0.0,2.0,singles
EUR_F,BMI_median,ENSG00000102471,pLoF,0.001,7.8072041463063e-07,7.8072041463063e-07,7.8072041463063e-07,0.975783387490825,0.197521957200767,2.0,,,0.0,2.0,singles
EUR_F,BMI_median,ENSG00000102471,pLoF,0.01,7.8072041463063e-07,7.8072041463063e-07,7.8072041463063e-07,0.975783387490825,0.197521957200767,2.0,,,0.0,2.0,singles
AFR_M,T2D,ENSG00000103043,other_missense,0.01,1.1354338095293e-06,5.70037401603773e-06,1.25914842474817e-06,0.0518166328747221,0.0114203772587898,77.0,51.0,26.0,1.0,39.0,singles
EUR_ALL,BMI_median,ENSG00000103353,pLoF,0.0001,5.7324467030589e-06,5.7324467030589e-06,5.7324467030589e-06,1.12409229834902,0.247814412498131,1.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000103353,pLoF,0.01,5.7324467030589e-06,5.7324467030589e-06,5.7324467030589e-06,1.12409229834902,0.247814412498131,1.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000103353,pLoF,0.001,5.7324467030589e-06,5.7324467030589e-06,5.7324467030589e-06,1.12409229834902,0.247814412498131,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000103365,pLoF,0.01,6.06384417122364e-08,6.06384417122364e-08,6.06384417122364e-08,1.56844914063504,0.289546928285048,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000103365,pLoF,0.001,6.06384417122364e-08,6.06384417122364e-08,6.06384417122364e-08,1.56844914063504,0.289546928285048,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000103460,pLoF;damaging_missense,0.0001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000103460,damaging_missense,0.0001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
EUR_F,BMI_median,ENSG00000104427,synonymous,0.0001,5.66415566709004e-06,5.66415566709004e-06,5.66415566709004e-06,0.369595853129602,0.0814347330458335,12.0,,,0.0,7.0,singles
EUR_F,LDL_median,ENSG00000104918,synonymous,0.0001,6.2902515080565e-06,6.2902515080565e-06,6.2902515080565e-06,5.971281682692,1.322135721929,1.0,,,0.0,1.0,singles
AFR_ALL,LDL_median,ENSG00000105364,synonymous,0.0001,7.33340147783992e-06,7.33340147783992e-06,7.33340147783992e-06,1.93316925474275,0.43114770230197,9.0,,,0.0,9.0,singles
EUR_M,BMI_median,ENSG00000105737,pLoF,0.0001,6.13684067797278e-06,6.13684067797278e-06,6.13684067797278e-06,0.691309783709116,0.152889875082287,2.0,,,0.0,2.0,singles
EUR_M,BMI_median,ENSG00000105737,pLoF,0.001,6.13684067797278e-06,6.13684067797278e-06,6.13684067797278e-06,0.691309783709116,0.152889875082287,2.0,,,0.0,2.0,singles
EUR_M,BMI_median,ENSG00000105737,pLoF,0.01,6.13684067797278e-06,6.13684067797278e-06,6.13684067797278e-06,0.691309783709116,0.152889875082287,2.0,,,0.0,2.0,singles
EUR_M,BMI_median,ENSG00000106608,synonymous,0.01,4.45357019085435e-06,2.51661395660463e-05,1.08509528450318e-05,0.0782233639406354,0.0185657987752324,218.0,,,5.0,55.0,singles
AFR_ALL,LDL_median,ENSG00000106823,pLoF,0.0001,2.51384744560613e-06,2.51384744560613e-06,2.51384744560613e-06,2.70693025517864,0.575085683621294,5.0,,,0.0,5.0,singles
AFR_F,LDL_median,ENSG00000106823,pLoF,0.0001,3.55034765006711e-06,3.55034765006711e-06,3.55034765006711e-06,2.65759085097199,0.573237782449178,5.0,,,0.0,5.0,singles
AFR_M,BMI_median,ENSG00000107566,pLoF;damaging_missense;other_missense;synonymous,0.001,6.59834207424432e-06,6.59834207424432e-06,6.59834207424432e-06,0.241415401859496,0.0535734624920538,37.0,,,0.0,24.0,singles
AFR_F,LDL_median,ENSG00000107625,pLoF;damaging_missense,0.001,8.72361693438452e-07,8.72361693438452e-07,8.72361693438452e-07,4.42450688186076,0.899575051454437,2.0,,,0.0,2.0,singles
AFR_F,LDL_median,ENSG00000107625,pLoF;damaging_missense,0.0001,8.72361693438452e-07,8.72361693438452e-07,8.72361693438452e-07,4.42450688186076,0.899575051454437,2.0,,,0.0,2.0,singles
AFR_F,LDL_median,ENSG00000107625,damaging_missense,0.01,8.72361693438452e-07,8.72361693438452e-07,8.72361693438452e-07,4.42450688186076,0.899575051454437,2.0,,,0.0,2.0,singles
AFR_F,LDL_median,ENSG00000107625,damaging_missense,0.001,8.72361693438452e-07,8.72361693438452e-07,8.72361693438452e-07,4.42450688186076,0.899575051454437,2.0,,,0.0,2.0,singles
AFR_ALL,LDL_median,ENSG00000107625,damaging_missense,0.0001,1.22653983974617e-06,1.22653983974617e-06,1.22653983974617e-06,4.38986352825705,0.904883691931096,2.0,,,0.0,2.0,singles
AFR_ALL,LDL_median,ENSG00000107625,damaging_missense,0.001,1.22653983974617e-06,1.22653983974617e-06,1.22653983974617e-06,4.38986352825705,0.904883691931096,2.0,,,0.0,2.0,singles
AFR_F,LDL_median,ENSG00000107625,damaging_missense,0.0001,8.72361693438452e-07,8.72361693438452e-07,8.72361693438452e-07,4.42450688186076,0.899575051454437,2.0,,,0.0,2.0,singles
AFR_ALL,LDL_median,ENSG00000107625,damaging_missense,0.01,1.22653983974617e-06,1.22653983974617e-06,1.22653983974617e-06,4.38986352825705,0.904883691931096,2.0,,,0.0,2.0,singles
AFR_F,LDL_median,ENSG00000107625,pLoF;damaging_missense,0.01,8.72361693438452e-07,8.72361693438452e-07,8.72361693438452e-07,4.42450688186076,0.899575051454437,2.0,,,0.0,2.0,singles
AFR_F,BMI_median,ENSG00000107738,damaging_missense,0.0001,1.12784075716601e-06,1.12784075716601e-06,1.12784075716601e-06,1.18023026048474,0.242451074126971,2.0,,,0.0,2.0,singles
AFR_F,BMI_median,ENSG00000107738,pLoF;damaging_missense,0.0001,1.12784075716601e-06,1.12784075716601e-06,1.12784075716601e-06,1.18023026048474,0.242451074126971,2.0,,,0.0,2.0,singles
EUR_ALL,LDL_median,ENSG00000108187,damaging_missense,0.0001,1.05900085910924e-06,1.05900085910924e-06,1.05900085910924e-06,1.47196978569379,0.301611791605247,19.0,,,0.0,11.0,singles
EUR_ALL,LDL_median,ENSG00000108187,damaging_missense,0.001,1.05900085910924e-06,1.05900085910924e-06,1.05900085910924e-06,1.47196978569379,0.301611791605247,19.0,,,0.0,11.0,singles
EUR_ALL,LDL_median,ENSG00000108187,pLoF;damaging_missense,0.001,3.20151280404915e-08,3.20151280404915e-08,3.20151280404915e-08,1.52048127878978,0.274949240919259,23.0,,,0.0,14.0,singles
EUR_ALL,LDL_median,ENSG00000108187,pLoF;damaging_missense,0.0001,3.20151280404915e-08,3.20151280404915e-08,3.20151280404915e-08,1.52048127878978,0.274949240919259,23.0,,,0.0,14.0,singles
EUR_ALL,LDL_median,ENSG00000108187,pLoF;damaging_missense,0.01,3.20151280404915e-08,3.20151280404915e-08,3.20151280404915e-08,1.52048127878978,0.274949240919259,23.0,,,0.0,14.0,singles
EUR_ALL,LDL_median,ENSG00000108187,damaging_missense,0.01,1.05900085910924e-06,1.05900085910924e-06,1.05900085910924e-06,1.47196978569379,0.301611791605247,19.0,,,0.0,11.0,singles
EUR_M,LDL_median,ENSG00000108187,pLoF;damaging_missense,0.01,1.7819659840179e-06,1.7819659840179e-06,1.7819659840179e-06,1.82867025751744,0.382831413396163,11.0,,,0.0,9.0,singles
EUR_M,LDL_median,ENSG00000108187,pLoF;damaging_missense,0.001,1.7819659840179e-06,1.7819659840179e-06,1.7819659840179e-06,1.82867025751744,0.382831413396163,11.0,,,0.0,9.0,singles
EUR_ALL,LDL_median,ENSG00000108349,pLoF,0.001,3.46341901188076e-06,3.46341901188076e-06,3.46341901188076e-06,3.48198843816702,0.750229719716738,3.0,,,0.0,3.0,singles
EUR_F,LDL_median,ENSG00000108349,pLoF,0.01,1.1875212604501799e-12,1.1875212604501799e-12,1.1875212604501799e-12,9.39849652055144,1.32246267513128,1.0,,,0.0,1.0,singles
EUR_ALL,LDL_median,ENSG00000108349,pLoF,0.01,3.46341901188076e-06,3.46341901188076e-06,3.46341901188076e-06,3.48198843816702,0.750229719716738,3.0,,,0.0,3.0,singles
EUR_ALL,LDL_median,ENSG00000108349,pLoF,0.0001,3.46341901188076e-06,3.46341901188076e-06,3.46341901188076e-06,3.48198843816702,0.750229719716738,3.0,,,0.0,3.0,singles
EUR_F,LDL_median,ENSG00000108349,pLoF,0.001,1.1875212604501799e-12,1.1875212604501799e-12,1.1875212604501799e-12,9.39849652055144,1.32246267513128,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000108349,pLoF,0.0001,1.1875212604501799e-12,1.1875212604501799e-12,1.1875212604501799e-12,9.39849652055144,1.32246267513128,1.0,,,0.0,1.0,singles
AFR_ALL,LDL_median,ENSG00000108433,damaging_missense,0.0001,9.6055514460477e-07,9.6055514460477e-07,9.6055514460477e-07,3.14500394199076,0.641896250482137,4.0,,,0.0,4.0,singles
AFR_M,BMI_median,ENSG00000108468,pLoF,0.001,6.38118653854244e-06,6.38118653854244e-06,6.38118653854244e-06,1.31007205450133,0.290266060509919,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000108468,pLoF,0.01,6.38118653854244e-06,6.38118653854244e-06,6.38118653854244e-06,1.31007205450133,0.290266060509919,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000108468,pLoF;damaging_missense,0.001,6.38118653854244e-06,6.38118653854244e-06,6.38118653854244e-06,1.31007205450133,0.290266060509919,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000108468,pLoF;damaging_missense,0.01,6.38118653854244e-06,6.38118653854244e-06,6.38118653854244e-06,1.31007205450133,0.290266060509919,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000108788,pLoF,0.0001,1.00453299342829e-08,1.00453299342829e-08,1.00453299342829e-08,1.84899321707781,0.322688580916507,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000108788,pLoF,0.01,6.24460777242198e-07,6.24460777242198e-07,6.24460777242198e-07,1.02436522579405,0.205551590002335,2.0,,,0.0,2.0,singles
AFR_M,BMI_median,ENSG00000108788,pLoF,0.001,6.24460777242198e-07,6.24460777242198e-07,6.24460777242198e-07,1.02436522579405,0.205551590002335,2.0,,,0.0,2.0,singles
AFR_M,BMI_median,ENSG00000108861,pLoF;damaging_missense;other_missense;synonymous,0.01,1.44769223775487e-06,1.1745141343944e-06,2.41706055792434e-06,0.195574058657392,0.0402424925552929,85.0,,,1.0,20.0,singles
EUR_F,BMI_median,ENSG00000109390,pLoF,0.0001,3.49726632184593e-07,3.49726632184593e-07,3.49726632184593e-07,1.42176876133368,0.279081049765091,1.0,,,0.0,1.0,singles
EUR_F,BMI_median,ENSG00000109390,pLoF;damaging_missense,0.0001,3.37504485546389e-06,3.37504485546389e-06,3.37504485546389e-06,0.650260214027731,0.139944223025211,4.0,,,0.0,3.0,singles
EUR_ALL,BMI_median,ENSG00000109390,pLoF;damaging_missense,0.0001,2.81280217503368e-06,2.81280217503368e-06,2.81280217503368e-06,0.519786329416676,0.110969749318315,5.0,,,0.0,4.0,singles
EUR_ALL,BMI_median,ENSG00000109390,pLoF,0.01,5.55232708195648e-09,5.55232708195648e-09,5.55232708195648e-09,1.44405467813631,0.247706025990355,1.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000109390,pLoF,0.001,5.55232708195648e-09,5.55232708195648e-09,5.55232708195648e-09,1.44405467813631,0.247706025990355,1.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000109390,pLoF,0.0001,5.55232708195648e-09,5.55232708195648e-09,5.55232708195648e-09,1.44405467813631,0.247706025990355,1.0,,,0.0,1.0,singles
EUR_F,BMI_median,ENSG00000109390,pLoF,0.01,3.49726632184593e-07,3.49726632184593e-07,3.49726632184593e-07,1.42176876133368,0.279081049765091,1.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000109390,pLoF;damaging_missense,0.001,2.81280217503368e-06,2.81280217503368e-06,2.81280217503368e-06,0.519786329416676,0.110969749318315,5.0,,,0.0,4.0,singles
EUR_F,BMI_median,ENSG00000109390,pLoF,0.001,3.49726632184593e-07,3.49726632184593e-07,3.49726632184593e-07,1.42176876133368,0.279081049765091,1.0,,,0.0,1.0,singles
EUR_F,BMI_median,ENSG00000109390,pLoF;damaging_missense,0.001,3.37504485546389e-06,3.37504485546389e-06,3.37504485546389e-06,0.650260214027731,0.139944223025211,4.0,,,0.0,3.0,singles
EUR_ALL,BMI_median,ENSG00000109390,pLoF;damaging_missense,0.01,2.81280217503368e-06,2.81280217503368e-06,2.81280217503368e-06,0.519786329416676,0.110969749318315,5.0,,,0.0,4.0,singles
EUR_F,BMI_median,ENSG00000109390,pLoF;damaging_missense,0.01,3.37504485546389e-06,3.37504485546389e-06,3.37504485546389e-06,0.650260214027731,0.139944223025211,4.0,,,0.0,3.0,singles
AFR_ALL,BMI_median,ENSG00000110031,pLoF;damaging_missense;other_missense;synonymous,0.01,5.7539432347653e-06,2.4943722642834e-05,1.3170680387975e-05,0.0879690150647851,0.0208689399121998,294.0,,,5.0,72.0,singles
AFR_ALL,BMI_median,ENSG00000110031,damaging_missense,0.001,8.18900047261373e-06,8.85803074655023e-05,6.30721313721327e-06,0.168599550612746,0.0430110251393183,61.0,,,1.0,18.0,singles
EUR_F,LDL_median,ENSG00000110934,pLoF,0.0001,2.47808605913625e-08,2.47808605913625e-08,2.47808605913625e-08,5.22098268521912,0.936532049703487,2.0,,,0.0,2.0,singles
EUR_ALL,LDL_median,ENSG00000110934,pLoF,0.01,1.81244934872101e-08,1.81244934872101e-08,1.81244934872101e-08,5.1671239327107,0.917945113515718,2.0,,,0.0,2.0,singles
EUR_ALL,LDL_median,ENSG00000110934,pLoF,0.001,1.81244934872101e-08,1.81244934872101e-08,1.81244934872101e-08,5.1671239327107,0.917945113515718,2.0,,,0.0,2.0,singles
EUR_F,LDL_median,ENSG00000110934,pLoF,0.01,2.47808605913625e-08,2.47808605913625e-08,2.47808605913625e-08,5.22098268521912,0.936532049703487,2.0,,,0.0,2.0,singles
EUR_F,LDL_median,ENSG00000110934,pLoF,0.001,2.47808605913625e-08,2.47808605913625e-08,2.47808605913625e-08,5.22098268521912,0.936532049703487,2.0,,,0.0,2.0,singles
EUR_ALL,LDL_median,ENSG00000110934,pLoF,0.0001,1.81244934872101e-08,1.81244934872101e-08,1.81244934872101e-08,5.1671239327107,0.917945113515718,2.0,,,0.0,2.0,singles
AFR_F,LDL_median,ENSG00000110958,pLoF;damaging_missense;other_missense;synonymous,0.01,1.79183748028056e-06,3.13549040242833e-06,8.32035085629457e-06,0.500746624289412,0.107416277582409,170.0,,,4.0,12.0,singles
AFR_F,LDL_median,ENSG00000110958,other_missense,0.01,4.84704590797413e-06,1.35915482006865e-05,8.28745085446059e-06,0.516935315520017,0.118825926957199,141.0,,,3.0,6.0,singles
EUR_F,BMI_median,ENSG00000111364,pLoF,0.01,5.66556685005069e-06,5.66556685005069e-06,5.66556685005069e-06,0.34291365149108,0.0755565970402083,14.0,,,0.0,9.0,singles
EUR_F,BMI_median,ENSG00000111364,pLoF,0.001,5.66556685005069e-06,5.66556685005069e-06,5.66556685005069e-06,0.34291365149108,0.0755565970402083,14.0,,,0.0,9.0,singles
AFR_F,LDL_median,ENSG00000111424,pLoF;damaging_missense;other_missense;synonymous,0.01,1.32694432486424e-06,0.553118592236563,5.9392209839082e-07,0.0520620938734088,0.0877805867788815,284.0,,,6.0,49.0,singles
AFR_F,LDL_median,ENSG00000111424,other_missense,0.01,8.59552782284112e-08,0.261376307810361,1.54693033049824e-07,0.108224489792796,0.0963585097963378,231.0,,,5.0,26.0,singles
AFR_M,BMI_median,ENSG00000111796,pLoF,0.01,1.6584318073612399e-12,1.6584318073612399e-12,1.6584318073612399e-12,2.04514217400857,0.289657571636445,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000111796,pLoF,0.001,1.6584318073612399e-12,1.6584318073612399e-12,1.6584318073612399e-12,2.04514217400857,0.289657571636445,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000113583,damaging_missense,0.0001,2.41892263319671e-06,2.41892263319671e-06,2.41892263319671e-06,1.01874606080425,0.216071916690225,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000113583,damaging_missense,0.001,2.41892263319671e-06,2.41892263319671e-06,2.41892263319671e-06,1.01874606080425,0.216071916690225,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000113583,damaging_missense,0.01,2.41892263319671e-06,2.41892263319671e-06,2.41892263319671e-06,1.01874606080425,0.216071916690225,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000114107,other_missense,0.0001,9.90526608226588e-06,9.90526608226588e-06,9.90526608226588e-06,0.119256273056971,0.0269857513854075,72.0,,,0.0,57.0,singles
AFR_ALL,T2D,ENSG00000114416,pLoF;damaging_missense;other_missense;synonymous,0.001,8.34336120336676e-06,1.67369493041525e-05,1.19846450290506e-05,0.0307796823751748,0.007150596126954,207.0,102.0,105.0,2.0,81.0,singles
AFR_ALL,LDL_median,ENSG00000114547,damaging_missense,0.001,4.52332451406354e-06,4.52332451406354e-06,4.52332451406354e-06,2.94409987316262,0.642008791513496,4.0,,,0.0,2.0,singles
AFR_ALL,LDL_median,ENSG00000114547,damaging_missense,0.01,4.52332451406354e-06,4.52332451406354e-06,4.52332451406354e-06,2.94409987316262,0.642008791513496,4.0,,,0.0,2.0,singles
EUR_M,LDL_median,ENSG00000114850,pLoF,0.01,4.26116181227875e-07,4.26116181227875e-07,4.26116181227875e-07,6.33543481215705,1.25282861088699,1.0,,,0.0,1.0,singles
EUR_M,LDL_median,ENSG00000114850,pLoF,0.0001,4.26116181227875e-07,4.26116181227875e-07,4.26116181227875e-07,6.33543481215705,1.25282861088699,1.0,,,0.0,1.0,singles
EUR_ALL,LDL_median,ENSG00000114850,pLoF,0.01,7.45136486355542e-07,7.45136486355542e-07,7.45136486355542e-07,6.4194895189921,1.29707243687551,1.0,,,0.0,1.0,singles
EUR_ALL,LDL_median,ENSG00000114850,pLoF,0.001,7.45136486355542e-07,7.45136486355542e-07,7.45136486355542e-07,6.4194895189921,1.29707243687551,1.0,,,0.0,1.0,singles
EUR_ALL,LDL_median,ENSG00000114850,pLoF,0.0001,7.45136486355542e-07,7.45136486355542e-07,7.45136486355542e-07,6.4194895189921,1.29707243687551,1.0,,,0.0,1.0,singles
EUR_M,LDL_median,ENSG00000114850,pLoF,0.001,4.26116181227875e-07,4.26116181227875e-07,4.26116181227875e-07,6.33543481215705,1.25282861088699,1.0,,,0.0,1.0,singles
EUR_ALL,AAA,ENSG00000115461,synonymous,0.001,9.93490604568013e-06,9.93490604568013e-06,9.93490604568013e-06,0.0967570848376204,0.0218977518504294,54.0,11.0,43.0,0.0,26.0,singles
EUR_M,AAA,ENSG00000115461,synonymous,0.001,1.5459335579018e-06,1.5459335579018e-06,1.5459335579018e-06,0.118879283088262,0.024739692423251,34.0,10.0,24.0,0.0,19.0,singles
AFR_ALL,BMI_median,ENSG00000115464,pLoF,0.0001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000115464,pLoF,0.001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000115464,pLoF,0.01,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000115464,pLoF,0.01,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000115464,pLoF,0.001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000115464,pLoF,0.0001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000115486,damaging_missense,0.01,7.52314608405141e-06,7.52314608405141e-06,7.52314608405141e-06,0.121075436455693,0.027035883129684,91.0,,,0.0,49.0,singles
EUR_ALL,BMI_median,ENSG00000115486,damaging_missense,0.001,7.52314608405141e-06,7.52314608405141e-06,7.52314608405141e-06,0.121075436455693,0.027035883129684,91.0,,,0.0,49.0,singles
AFR_F,LDL_median,ENSG00000115540,synonymous,0.0001,1.98286096973026e-08,1.98286096973026e-08,1.98286096973026e-08,7.12307022326113,1.26892009378369,1.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000115956,damaging_missense,0.001,4.22473837847429e-06,4.22473837847429e-06,4.22473837847429e-06,0.398500540176349,0.0866303934014901,12.0,,,0.0,4.0,singles
AFR_M,BMI_median,ENSG00000115956,pLoF;damaging_missense,0.01,4.22473837847429e-06,4.22473837847429e-06,4.22473837847429e-06,0.398500540176349,0.0866303934014901,12.0,,,0.0,4.0,singles
AFR_M,BMI_median,ENSG00000115956,pLoF;damaging_missense,0.001,4.22473837847429e-06,4.22473837847429e-06,4.22473837847429e-06,0.398500540176349,0.0866303934014901,12.0,,,0.0,4.0,singles
AFR_M,BMI_median,ENSG00000115956,damaging_missense,0.01,4.22473837847429e-06,4.22473837847429e-06,4.22473837847429e-06,0.398500540176349,0.0866303934014901,12.0,,,0.0,4.0,singles
AFR_ALL,BMI_median,ENSG00000116667,damaging_missense,0.001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000116667,damaging_missense,0.01,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000116667,pLoF;damaging_missense,0.0001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000116667,damaging_missense,0.0001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000116667,pLoF;damaging_missense,0.001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000116667,damaging_missense,0.001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000116667,damaging_missense,0.01,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000116667,pLoF;damaging_missense,0.0001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000116667,pLoF;damaging_missense,0.001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000116667,pLoF;damaging_missense,0.01,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000116667,damaging_missense,0.0001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000116667,pLoF;damaging_missense,0.01,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000116857,synonymous,0.0001,3.20004069278827e-08,3.20004069278827e-08,3.20004069278827e-08,4.2357465124972,0.765940570279955,3.0,,,0.0,3.0,singles
AFR_ALL,LDL_median,ENSG00000119328,synonymous,0.0001,4.97935664387124e-07,4.97935664387124e-07,4.97935664387124e-07,2.64257857216228,0.525665914386891,6.0,,,0.0,6.0,singles
AFR_F,LDL_median,ENSG00000119707,pLoF,0.0001,1.10058249357677e-11,1.10058249357677e-11,1.10058249357677e-11,8.61946776486609,1.26893204283702,1.0,,,0.0,1.0,singles
AFR_ALL,LDL_median,ENSG00000119707,pLoF,0.0001,8.699761666227099e-12,8.699761666227099e-12,8.699761666227099e-12,8.72158053020365,1.27760224144188,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000120708,pLoF;damaging_missense,0.0001,8.96293150663397e-07,8.96293150663397e-07,8.96293150663397e-07,1.83879702771834,0.374261083341008,13.0,,,0.0,13.0,singles
EUR_F,LDL_median,ENSG00000120708,damaging_missense,0.0001,2.49459054822324e-06,2.49459054822324e-06,2.49459054822324e-06,1.83108382460605,0.388883100892152,12.0,,,0.0,12.0,singles
AFR_F,LDL_median,ENSG00000120709,pLoF;damaging_missense,0.01,3.35855574620622e-13,3.35855574620622e-13,3.35855574620622e-13,2.72576125146268,0.374459937822012,10.0,,,0.0,4.0,singles
AFR_F,LDL_median,ENSG00000120709,pLoF;damaging_missense,0.001,3.35855574620622e-13,3.35855574620622e-13,3.35855574620622e-13,2.72576125146268,0.374459937822012,10.0,,,0.0,4.0,singles
AFR_F,LDL_median,ENSG00000120709,damaging_missense,0.001,3.35855574620622e-13,3.35855574620622e-13,3.35855574620622e-13,2.72576125146268,0.374459937822012,10.0,,,0.0,4.0,singles
AFR_F,LDL_median,ENSG00000120709,damaging_missense,0.01,3.35855574620622e-13,3.35855574620622e-13,3.35855574620622e-13,2.72576125146268,0.374459937822012,10.0,,,0.0,4.0,singles
AFR_ALL,LDL_median,ENSG00000120709,damaging_missense,0.01,4.38798208300899e-10,4.38798208300899e-10,4.38798208300899e-10,2.09674672829788,0.336040698990999,13.0,,,0.0,5.0,singles
